0.042000
365	3.980221	0.684932	3.765315	86.974560
400	3.337979	0.625000	2.549428	79.364286
410	3.181814	0.609756	2.279180	77.428571
420	3.012038	0.595238	2.038746	75.585034
430	2.878766	0.581395	1.825846	73.827243
440	2.699925	0.568182	1.638283	72.149351
450	2.546093	0.555556	1.468926	70.546032
460	2.429388	0.543478	1.324342	69.012422
470	2.335605	0.531915	1.207814	67.544073
480	2.213246	0.520833	1.106624	66.136905
490	2.134314	0.510204	1.025652	64.787172
500	2.071330	0.500000	0.952796	63.491429
510	1.987871	0.490196	0.868960	62.246499
520	1.925524	0.480769	0.794328	61.049451
530	1.853929	0.471698	0.758578	59.897574
540	1.783540	0.462963	0.736207	58.788360
550	1.735822	0.454545	0.721107	57.719481
560	1.689374	0.446429	0.680769	56.688776
570	1.642926	0.438596	0.647143	55.694236
580	1.596478	0.431034	0.647143	54.733990
590	1.550029	0.423729	0.660693	53.806295
600	1.503581	0.416667	0.615177	52.909524
610	1.457133	0.409836	0.630957	52.042155
620	1.410685	0.403226	0.630957	51.202765
630	1.364237	0.396825	0.633870	50.390023
640	1.317789	0.390625	0.633870	49.602679
650	1.271341	0.384615	0.597035	48.839560
