1.000000
365	3.980221	9.095890	0.712118	2556.794521
400	3.337979	8.300000	1.190205	2333.075000
410	3.181814	8.097561	1.836632	2276.170732
420	3.012038	7.904762	1.893027	2221.976190
430	2.878766	7.720930	1.162073	2170.302326
440	2.699925	7.545455	0.641031	2120.977273
450	2.546093	7.377778	0.385632	2073.844444
460	2.429388	7.217391	0.283721	2028.760870
470	2.335605	7.063830	0.233267	1985.595745
480	2.213246	6.916667	0.201430	1944.229167
490	2.134314	6.775510	0.184632	1904.551020
500	2.071330	6.640000	0.169996	1866.460000
510	1.987871	6.509804	0.160481	1829.862745
520	1.925524	6.384615	0.168486	1794.673077
530	1.853929	6.264151	0.218197	1760.811321
540	1.783540	6.148148	0.261330	1728.203704
550	1.735822	6.036364	0.229413	1696.781818
560	1.689374	5.928571	0.192084	1666.482143
570	1.642926	5.824561	0.223795	1637.245614
580	1.596478	5.724138	0.238941	1609.017241
590	1.550029	5.627119	0.122459	1581.745763
600	1.503581	5.533333	0.077041	1555.383333
610	1.457133	5.442623	0.071307	1529.885246
620	1.410685	5.354839	0.068447	1505.209677
630	1.364237	5.269841	0.067186	1481.317460
640	1.317789	5.187500	0.066359	1458.171875
650	1.271341	5.107692	0.062225	1435.738462
