0.056200
365	3.980221	0.000000	402.059299	0.000000
400	3.337979	0.000000	591.573402	0.000000
410	3.181814	0.000000	850.016663	0.000000
420	3.012038	0.000000	937.966780	0.000000
430	2.878766	0.000000	788.633161	0.000000
440	2.699925	0.000000	535.755824	0.000000
450	2.546093	0.000000	227.049601	0.000000
460	2.429388	0.000000	133.957820	0.000000
470	2.335605	0.000000	110.323494	0.000000
480	2.213246	0.000000	96.987309	0.000000
490	2.134314	0.000000	91.547362	0.000000
500	2.071330	0.000000	88.436757	0.000000
510	1.987871	0.000000	87.263241	0.000000
520	1.925524	0.000000	92.502149	0.000000
530	1.853929	0.000000	112.972635	0.000000
540	1.783540	0.000000	131.700506	0.000000
550	1.735822	0.000000	126.171762	0.000000
560	1.689374	0.000000	113.753320	0.000000
570	1.642926	0.000000	116.859855	0.000000
580	1.596478	0.000000	115.858141	0.000000
590	1.550029	0.000000	72.796963	0.000000
600	1.503581	0.000000	47.565553	0.000000
610	1.457133	0.000000	42.278479	0.000000
620	1.410685	0.000000	39.248248	0.000000
630	1.364237	0.000000	37.922429	0.000000
640	1.317789	0.000000	37.078648	0.000000
650	1.271341	0.000000	34.588105	0.000000
