0.003000
365	3.980221	1159.780822	0.729355	200.630137
400	3.337979	1058.300000	1.174875	183.075000
410	3.181814	1032.487805	1.778473	178.609756
420	3.012038	1007.904762	1.867033	174.357143
430	2.878766	984.465116	1.262951	170.302326
440	2.699925	962.090909	0.751968	166.431818
450	2.546093	940.711111	0.400084	162.733333
460	2.429388	920.260870	0.276190	159.195652
470	2.335605	900.680851	0.227179	155.808511
480	2.213246	881.916667	0.197117	152.562500
490	2.134314	863.918367	0.182132	149.448980
500	2.071330	846.640000	0.169971	146.460000
510	1.987871	830.039216	0.162530	143.588235
520	1.925524	814.076923	0.171124	140.826923
530	1.853929	798.716981	0.217868	138.169811
540	1.783540	783.925926	0.258958	135.611111
550	1.735822	769.672727	0.233125	133.145455
560	1.689374	755.928571	0.199645	130.767857
570	1.642926	742.666667	0.224000	128.473684
580	1.596478	729.862069	0.234269	126.258621
590	1.550029	717.491525	0.127431	124.118644
600	1.503581	705.533333	0.081139	122.050000
610	1.457133	693.967213	0.074141	120.049180
620	1.410685	682.774194	0.070435	118.112903
630	1.364237	671.936508	0.068806	116.238095
640	1.317789	661.437500	0.067752	114.421875
650	1.271341	651.261538	0.063433	112.661538
